"","V4","V5","V6","V7"
"3792","FBgn0039856","T22B7.7","WBGene00020674",4
"3793","FBgn0039856","T07D3.3","WBGene00020306",4
"3794","FBgn0039856","F57F4.1","WBGene00019015",4
"3795","FBgn0039856","T07D3.9","WBGene00020311",4
"3796","FBgn0039854","T22B7.7","WBGene00020674",4
"3797","FBgn0039854","T07D3.3","WBGene00020306",4
"3798","FBgn0039854","F57F4.1","WBGene00019015",4
"3799","FBgn0039854","T07D3.9","WBGene00020311",4
"3800","FBgn0039855","T22B7.7","WBGene00020674",4
"3801","FBgn0039855","T07D3.3","WBGene00020306",4
"3802","FBgn0039855","F57F4.1","WBGene00019015",4
"3803","FBgn0039855","T07D3.9","WBGene00020311",4
"3804","FBgn0262477","F26D12.1","WBGene00001439",1
"3805","FBgn0262477","F40H3.4","WBGene00001440",1
"3806","FBgn0041707","T03D8.3","WBGene00011392",1
"3807","FBgn0000565","F43E2.5","WBGene00018393",1
"3808","FBgn0033092","ZK632.14","WBGene00014020",1
"3809","FBgn0037231","T27F7.1","WBGene00020866",1
"3810","FBgn0028926","F53A2.5","WBGene00001092",1
"3811","FBgn0024187","ZK1098.10","WBGene00006755",1
"3812","FBgn0262562","R02F2.2","WBGene00019832",1
"3813","FBgn0023536","F57A10.3","WBGene00001813",1
"3814","FBgn0023536","C30H6.6","WBGene00001811",1
"3815","FBgn0030403","Y48G8AL.11","WBGene00001816",1
"3816","FBgn0037550","F53B7.3","WBGene00009966",1
"3817","FBgn0032149","F09F7.7","WBGene00017304",1
"3818","FBgn0035162","K02F2.3","WBGene00019323",1
"3819","FBgn0260962","M18.5","WBGene00010890",1
"3820","FBgn0086675","F35H8.5","WBGene00001368",3
"3821","FBgn0010263","F35H8.5","WBGene00001368",3
"3822","FBgn0260400","F35H8.5","WBGene00001368",3
"3823","FBgn0035194","R53.6","WBGene00011275",2
"3824","FBgn0052318","R53.6","WBGene00011275",2
"3825","FBgn0038126","F48E8.1","WBGene00003055",1
"3826","FBgn0052703","C05D10.2","WBGene00015478",1
"3827","FBgn0003256","F43C1.2","WBGene00003401",1
"3828","FBgn0011817","W06F12.1","WBGene00003048",1
"3829","FBgn0027086","R11A8.6","WBGene00002152",1
"3830","FBgn0034646","F10G8.3","WBGene00003803",2
"3831","FBgn0034838","F10G8.3","WBGene00003803",2
"3832","FBgn0025457","Y54G9A.6","WBGene00013209",1
"3833","FBgn0037087","Y54E5A.5","WBGene00013200",1
"3834","FBgn0015834","Y74C10AR.1","WBGene00001232",1
"3835","FBgn0036581","T09A5.6","WBGene00007014",1
"3836","FBgn0020622","Y110A7A.10","WBGene00000001",1
"3837","FBgn0034110","T22H9.2","WBGene00020706",1
"3838","FBgn0050290","F25H9.6","WBGene00009138",1
"3839","FBgn0005198","Y18H1A.3","WBGene00021209",2
"3840","FBgn0039466","Y18H1A.3","WBGene00021209",2
"3841","FBgn0039528","F33C8.1","WBGene00006432",1
"3842","FBgn0260398","B0273.3","WBGene00015098",1
"3843","FBgn0260398","Y48G1BM.1","WBGene00021667",1
"3844","FBgn0260398","Y48G1BL.1","WBGene00021662",1
"3845","FBgn0260398","T02C12.2","WBGene00011367",1
"3846","FBgn0033958","R13A5.9","WBGene00020051",1
"3847","FBgn0005695","Y62E10A.16","WBGene00013382",1
"3848","FBgn0013469","ZK337.2","WBGene00013970",1
"3849","FBgn0037584","ZC328.2","WBGene00022592",1
"3850","FBgn0261984","C41C4.4","WBGene00002147",1
"3851","FBgn0034814","F46B6.7","WBGene00009772",1
"3852","FBgn0042641","C52E12.3","WBGene00005025",1
"3853","FBgn0031078","K12D12.2","WBGene00003789",1
"3854","FBgn0041210","C10E2.3","WBGene00001837",1
"3855","FBgn0036574","Y53F4B.9","WBGene00013156",1
"3856","FBgn0023516","C34C6.6","WBGene00004194",1
"3857","FBgn0035761","C02F12.4","WBGene00006431",1
"3858","FBgn0039776","F35G2.4","WBGene00004025",1
"3859","FBgn0039776","Y47D3B.10","WBGene00001077",1
"3860","FBgn0051017","Y43F8B.4","WBGene00012815",2
"3861","FBgn0051017","C14E2.4","WBGene00015773",2
"3862","FBgn0051017","T20B3.7","WBGene00004026",2
"3863","FBgn0051017","Y43F8B.19","WBGene00077688",2
"3864","FBgn0051016","Y43F8B.4","WBGene00012815",2
"3865","FBgn0051016","C14E2.4","WBGene00015773",2
"3866","FBgn0051016","T20B3.7","WBGene00004026",2
"3867","FBgn0051016","Y43F8B.19","WBGene00077688",2
"3868","FBgn0045980","Y39G10AR.3","WBGene00021461",1
"3869","FBgn0000826","ZC581.1","WBGene00022631",1
"3870","FBgn0261930","F29F11.5","WBGene00000445",1
"3871","FBgn0029999","Y48A6C.4","WBGene00012977",1
"3873","FBgn0035415","W01A8.2","WBGene00012164",1
"3874","FBgn0039417","Y54H5A.2","WBGene00021900",1
"3875","FBgn0013334","C16C2.4","WBGene00007621",1
"3876","FBgn0038307","Y37D8A.18","WBGene00012556",1
"3877","FBgn0038951","W09C3.4","WBGene00021112",1
"3878","FBgn0038309","M195.3","WBGene00000135",1
"3879","FBgn0038309","F49E11.3","WBGene00000134",1
"3880","FBgn0028433","F08B6.2","WBGene00001682",1
"3881","FBgn0026722","F26E4.10","WBGene00009163",1
"3882","FBgn0037255","F32D1.9","WBGene00017988",1
"3883","FBgn0025681","C05D11.8","WBGene00015485",1
"3884","FBgn0038796","F22B5.2","WBGene00001230",2
"3885","FBgn0029629","F22B5.2","WBGene00001230",2
"3886","FBgn0032013","H22K11.4","WBGene00019227",1
"3887","FBgn0037709","Y39E4A.3","WBGene00012713",1
"3888","FBgn0028325","T05H10.6","WBGene00011510",2
"3889","FBgn0029722","T05H10.6","WBGene00011510",2
"3890","FBgn0034734","C56E6.9","WBGene00195085",1
"3891","FBgn0034734","F18C5.3","WBGene00007050",1
"3892","FBgn0010173","F18A1.5","WBGene00017546",1
"3893","FBgn0051314","C04A11.4","WBGene00000074",1
"3894","FBgn0259110","Y37D8A.13","WBGene00006804",1
"3895","FBgn0037549","Y54G11A.3","WBGene00013214",1
"3896","FBgn0003261","F58E10.3","WBGene00010260",4
"3897","FBgn0029880","F58E10.3","WBGene00010260",4
"3898","FBgn0035720","F58E10.3","WBGene00010260",4
"3899","FBgn0029979","F58E10.3","WBGene00010260",4
"3900","FBgn0011715","R07E5.3","WBGene00011111",1
"3901","FBgn0033692","Y48E1B.1","WBGene00013000",1
"3902","FBgn0036754","R05D11.4","WBGene00011032",1
"3903","FBgn0261274","Y105E8B.8","WBGene00001334",1
"3904","FBgn0261995","C50F4.16","WBGene00008238",2
"3905","FBgn0261996","C50F4.16","WBGene00008238",2
"3906","FBgn0032156","F44A2.5","WBGene00018405",1
"3907","FBgn0025571","Y116A8C.32","WBGene00013808",1
"3908","FBgn0017397","T21G5.5","WBGene00006423",1
"3909","FBgn0017397","T23G11.3","WBGene00001595",1
"3910","FBgn0003559","F28C6.6","WBGene00006307",1
"3911","FBgn0039827","ZK836.2","WBGene00014098",1
"3912","FBgn0035240","T22B11.5","WBGene00020679",2
"3913","FBgn0010352","T22B11.5","WBGene00020679",2
"3914","FBgn0031926","F09B12.5","WBGene00008609",1
"3915","FBgn0033880","T13C2.6","WBGene00020481",1
"3916","FBgn0261260","F29D11.1","WBGene00003071",1
"3917","FBgn0039756","W06D12.3","WBGene00001397",1
"3918","FBgn0039756","VZK822L.1","WBGene00001398",1
"3919","FBgn0039756","F10D2.9","WBGene00001399",1
"3920","FBgn0031194","C42C1.2","WBGene00016580",1
"3921","FBgn0250911","T25G3.1","WBGene00012029",1
"3922","FBgn0031993","T20D3.11","WBGene00011862",3
"3923","FBgn0058232","T20D3.11","WBGene00011862",3
"3925","FBgn0260933","C27A7.4","WBGene00000490",1
"3926","FBgn0033188","ZK829.7","WBGene00014096",1
"3927","FBgn0260862","Y57G11C.4","WBGene00013302",1
"3928","FBgn0036133","Y87G2A.13","WBGene00013601",1
"3929","FBgn0000578","Y50D4C.1","WBGene00006770",1
"3930","FBgn0010741","H20J04.5","WBGene00019220",1
"3931","FBgn0052412","H27A22.1","WBGene00010418",2
"3932","FBgn0052413","H27A22.1","WBGene00010418",2
"3933","FBgn0250843","CD4.6","WBGene00003927",2
"3934","FBgn0032492","CD4.6","WBGene00003927",2
"3935","FBgn0037469","T05G5.5","WBGene00011500",1
"3936","FBgn0004465","R11A8.5","WBGene00011239",1
"3937","FBgn0010602","F29B9.6","WBGene00006706",1
"3938","FBgn0015799","C32F10.2","WBGene00003020",2
"3939","FBgn0038390","C32F10.2","WBGene00003020",2
"3940","FBgn0024509","Y77E11A.13","WBGene00003806",1
"3941","FBgn0025740","K04B12.1","WBGene00004048",1
"3942","FBgn0025741","Y55F3AL.1","WBGene00004047",1
"3943","FBgn0261609","Y37E3.10","WBGene00021351",1
"3945","FBgn0038723","C02F5.3","WBGene00015346",1
"3946","FBgn0034585","F01F1.4","WBGene00017161",1
"3947","FBgn0031631","Y67D2.6","WBGene00022056",1
"3948","FBgn0040628","K05G3.3","WBGene00000281",6
"3949","FBgn0040628","R173.1","WBGene00000283",6
"3950","FBgn0039838","K05G3.3","WBGene00000281",6
"3951","FBgn0039838","R173.1","WBGene00000283",6
"3952","FBgn0040629","K05G3.3","WBGene00000281",6
"3953","FBgn0040629","R173.1","WBGene00000283",6
"3954","FBgn0038956","K05G3.3","WBGene00000281",6
"3955","FBgn0038956","R173.1","WBGene00000283",6
"3956","FBgn0039486","K05G3.3","WBGene00000281",6
"3957","FBgn0039486","R173.1","WBGene00000283",6
"3958","FBgn0037788","K05G3.3","WBGene00000281",6
"3959","FBgn0037788","R173.1","WBGene00000283",6
"3960","FBgn0029962","D1022.8","WBGene00000280",2
"3961","FBgn0029962","F54D8.4","WBGene00000279",2
"3962","FBgn0052698","D1022.8","WBGene00000280",2
"3963","FBgn0052698","F54D8.4","WBGene00000279",2
"3964","FBgn0030719","C37C3.2","WBGene00016496",1
"3965","FBgn0001320","C32F10.6","WBGene00003601",3
"3966","FBgn0001320","C25B8.6","WBGene00003710",3
"3967","FBgn0001320","C56E10.4","WBGene00003727",3
"3968","FBgn0001320","C24G6.4","WBGene00003637",3
"3969","FBgn0001320","C02B4.2","WBGene00003616",3
"3970","FBgn0001320","T03G6.2","WBGene00003630",3
"3971","FBgn0001320","R09G11.2","WBGene00003600",3
"3972","FBgn0001320","B0280.8","WBGene00003609",3
"3973","FBgn0001320","H12C20.3","WBGene00003658",3
"3974","FBgn0001320","H12C20.6","WBGene00003691",3
"3975","FBgn0001320","Y45G5AM.1","WBGene00003704",3
"3976","FBgn0001323","C32F10.6","WBGene00003601",3
"3977","FBgn0001323","C25B8.6","WBGene00003710",3
"3978","FBgn0001323","C56E10.4","WBGene00003727",3
"3979","FBgn0001323","C24G6.4","WBGene00003637",3
"3980","FBgn0001323","C02B4.2","WBGene00003616",3
"3981","FBgn0001323","T03G6.2","WBGene00003630",3
"3982","FBgn0001323","R09G11.2","WBGene00003600",3
"3983","FBgn0001323","B0280.8","WBGene00003609",3
"3984","FBgn0001323","H12C20.3","WBGene00003658",3
"3985","FBgn0001323","H12C20.6","WBGene00003691",3
"3986","FBgn0001323","Y45G5AM.1","WBGene00003704",3
"3987","FBgn0000560","C32F10.6","WBGene00003601",3
"3988","FBgn0000560","C25B8.6","WBGene00003710",3
"3989","FBgn0000560","C56E10.4","WBGene00003727",3
"3990","FBgn0000560","C24G6.4","WBGene00003637",3
"3991","FBgn0000560","C02B4.2","WBGene00003616",3
"3992","FBgn0000560","T03G6.2","WBGene00003630",3
"3993","FBgn0000560","R09G11.2","WBGene00003600",3
"3994","FBgn0000560","B0280.8","WBGene00003609",3
"3995","FBgn0000560","H12C20.3","WBGene00003658",3
"3996","FBgn0000560","H12C20.6","WBGene00003691",3
"3997","FBgn0000560","Y45G5AM.1","WBGene00003704",3
"3998","FBgn0050010","F59C6.12","WBGene00044251",1
"3999","FBgn0005671","F20B6.2","WBGene00006921",1
"4000","FBgn0005671","Y110A7A.12","WBGene00022461",1
"4001","FBgn0033389","C30A5.2","WBGene00004342",1
"4002","FBgn0051183","T01A4.1","WBGene00020131",1
"4003","FBgn0040324","C43F9.8","WBGene00001163",1
"4004","FBgn0040324","F56A11.3","WBGene00001165",1
"4005","FBgn0040324","F15A2.5","WBGene00001164",1
"4006","FBgn0040324","Y37E11AR.6","WBGene00006869",1
"4007","FBgn0033529","M04F3.4","WBGene00019770",2
"4008","FBgn0086378","M04F3.4","WBGene00019770",2
"4009","FBgn0053635","C18E9.10","WBGene00007690",1
"4010","FBgn0040337","B0035.16","WBGene00007114",1
"4011","FBgn0039846","BE0003N10.1","WBGene00015266",1
"4012","FBgn0023170","C26F1.9","WBGene00004453",1
"4013","FBgn0039306","Y105E8B.3","WBGene00013688",1
"4018","FBgn0012066","F10C2.4","WBGene00008645",1
"4019","FBgn0032857","Y48E1C.1","WBGene00013014",1
"4020","FBgn0028471","Y61A9LA.8","WBGene00022019",1
"4021","FBgn0031537","T23G7.4","WBGene00004752",1
"4022","FBgn0031868","Y48B6A.3","WBGene00006964",1
"4023","FBgn0038613","VW02B12L.1","WBGene00006915",5
"4024","FBgn0038613","ZK637.8","WBGene00006768",5
"4025","FBgn0038613","C26H9A.1","WBGene00006916",5
"4026","FBgn0038613","F35H10.4","WBGene00006914",5
"4027","FBgn0028670","VW02B12L.1","WBGene00006915",5
"4028","FBgn0028670","ZK637.8","WBGene00006768",5
"4029","FBgn0028670","C26H9A.1","WBGene00006916",5
"4030","FBgn0028670","F35H10.4","WBGene00006914",5
"4031","FBgn0032373","VW02B12L.1","WBGene00006915",5
"4032","FBgn0032373","ZK637.8","WBGene00006768",5
"4033","FBgn0032373","C26H9A.1","WBGene00006916",5
"4034","FBgn0032373","F35H10.4","WBGene00006914",5
"4035","FBgn0028671","VW02B12L.1","WBGene00006915",5
"4036","FBgn0028671","ZK637.8","WBGene00006768",5
"4037","FBgn0028671","C26H9A.1","WBGene00006916",5
"4038","FBgn0028671","F35H10.4","WBGene00006914",5
"4039","FBgn0028669","VW02B12L.1","WBGene00006915",5
"4040","FBgn0028669","ZK637.8","WBGene00006768",5
"4041","FBgn0028669","C26H9A.1","WBGene00006916",5
"4042","FBgn0028669","F35H10.4","WBGene00006914",5
"4043","FBgn0038369","Y37D8A.1","WBGene00000203",2
"4044","FBgn0065032","Y37D8A.1","WBGene00000203",2
"4045","FBgn0044030","T01E8.6","WBGene00011334",1
"4046","FBgn0038129","B0393.2","WBGene00007167",1
"4047","FBgn0033791","C16B8.1","WBGene00003007",1
"4049","FBgn0004924","M01E5.5","WBGene00006595",1
"4050","FBgn0031452","F52C9.7","WBGene00018677",1
"4051","FBgn0036511","C10C6.1","WBGene00002192",1
"4052","FBgn0040011","M4.1","WBGene00019766",1
"4053","FBgn0259099","F38A6.2","WBGene00001248",1
"4054","FBgn0052319","B0238.10","WBGene00015074",2
"4055","FBgn0024362","B0238.10","WBGene00015074",2
"4056","FBgn0016762","W02G9.5","WBGene00020955",1
"4057","FBgn0011725","ZC518.3","WBGene00000376",1
"4058","FBgn0051759","R17.2","WBGene00011268",1
"4059","FBgn0015393","M28.5","WBGene00010896",1
"4060","FBgn0027582","C10C6.6","WBGene00007514",1
"4061","FBgn0039120","ZK328.5","WBGene00003796",1
"4062","FBgn0015477","F18C12.2","WBGene00004378",1
"4063","FBgn0035957","F32B5.1","WBGene00017975",2
"4064","FBgn0035957","W10C8.5","WBGene00021128",2
"4065","FBgn0035957","K04F1.1","WBGene00019384",2
"4066","FBgn0035957","F44G3.2","WBGene00009706",2
"4067","FBgn0035957","F11G11.13","WBGene00017388",2
"4068","FBgn0035957","ZC434.8","WBGene00013894",2
"4069","FBgn0035957","F46H5.3","WBGene00018519",2
"4070","FBgn0000116","F32B5.1","WBGene00017975",2
"4071","FBgn0000116","W10C8.5","WBGene00021128",2
"4072","FBgn0000116","K04F1.1","WBGene00019384",2
"4073","FBgn0000116","F44G3.2","WBGene00009706",2
"4074","FBgn0000116","F11G11.13","WBGene00017388",2
"4075","FBgn0000116","ZC434.8","WBGene00013894",2
"4076","FBgn0000116","F46H5.3","WBGene00018519",2
"4077","FBgn0035854","Y17G7B.4","WBGene00012460",1
"4078","FBgn0058178","C56C10.13","WBGene00001026",1
"4079","FBgn0050156","Y39C12A.8","WBGene00001044",1
"4080","FBgn0039938","T22B7.1","WBGene00001182",1
"4081","FBgn0026417","H26D21.1","WBGene00002042",1
"4082","FBgn0030676","F53A3.7","WBGene00018723",2
"4083","FBgn0030679","F53A3.7","WBGene00018723",2
"4084","FBgn0026361","Y50E8A.4","WBGene00006795",2
"4085","FBgn0014029","Y50E8A.4","WBGene00006795",2
"4086","FBgn0031772","ZK945.8","WBGene00014170",2
"4087","FBgn0031772","K10H10.7","WBGene00010763",2
"4088","FBgn0031772","C07H6.2","WBGene00015579",2
"4089","FBgn0261624","ZK945.8","WBGene00014170",2
"4090","FBgn0261624","K10H10.7","WBGene00010763",2
"4091","FBgn0261624","C07H6.2","WBGene00015579",2
"4092","FBgn0033859","C50F2.3","WBGene00016837",1
"4093","FBgn0033375","F29C4.6","WBGene00017928",1
"4094","FBgn0031781","C35D10.16","WBGene00000204",1
"4095","FBgn0026619","ZK809.2","WBGene00006491",1
"4096","FBgn0003008","Y48G8AL.14","WBGene00000165",1
"4097","FBgn0003513","C41G7.5","WBGene00000096",1
"4098","FBgn0031488","F29G9.2","WBGene00017931",1
"4099","FBgn0033377","Y43F4B.5","WBGene00012803",2
"4100","FBgn0033969","Y43F4B.5","WBGene00012803",2
"4101","FBgn0025790","F44G4.4","WBGene00006514",2
"4102","FBgn0036496","F44G4.4","WBGene00006514",2
"4103","FBgn0030699","F57B9.7","WBGene00018998",1
"4104","FBgn0038953","T14B4.1","WBGene00020498",1
"4105","FBgn0050342","D1054.14","WBGene00008380",1
"4106","FBgn0260943","R10E9.1","WBGene00003423",2
"4107","FBgn0011666","R10E9.1","WBGene00003423",2
"4108","FBgn0004903","F42A6.7","WBGene00001999",4
"4109","FBgn0010258","F42A6.7","WBGene00001999",4
"4110","FBgn0004237","F42A6.7","WBGene00001999",4
"4111","FBgn0001215","F42A6.7","WBGene00001999",4
"4112","FBgn0086897","Y73B6BL.6","WBGene00022235",1
"4113","FBgn0032793","F29F11.3","WBGene00009256",1
"4114","FBgn0052532","F58E6.10","WBGene00006778",1
"4115","FBgn0035909","K07A1.8","WBGene00002070",1
"4116","FBgn0039160","T04G9.3","WBGene00002071",1
"4117","FBgn0033661","F55F10.1","WBGene00018898",1
"4118","FBgn0010078","B0336.10","WBGene00004435",1
"4119","FBgn0015019","F54A3.3","WBGene00018782",1
"4120","FBgn0030701","C39F7.5","WBGene00016540",1
"4121","FBgn0085275","K08D10.2","WBGene00001033",1
"4122","FBgn0031454","C33C12.9","WBGene00016341",1
"4123","FBgn0020309","C27A12.2","WBGene00016154",2
"4124","FBgn0051782","C27A12.2","WBGene00016154",2
"4125","FBgn0002069","B0464.1","WBGene00001094",1
"4126","FBgn0040752","C33B4.3","WBGene00006444",1
"4127","FBgn0026402","B0511.7","WBGene00015233",1
"4128","FBgn0037607","F01G10.1","WBGene00008506",2
"4129","FBgn0036784","F01G10.1","WBGene00008506",2
"4130","FBgn0050271","F34D10.6","WBGene00009375",2
"4131","FBgn0259179","F34D10.6","WBGene00009375",2
"4132","FBgn0030026","F20G2.2","WBGene00008986",1
"4133","FBgn0030026","F20G2.1","WBGene00008985",1
"4134","FBgn0030026","ZK697.14","WBGene00022809",1
"4135","FBgn0030026","C30G12.2","WBGene00016274",1
"4136","FBgn0030026","K08F4.9","WBGene00000975",1
"4137","FBgn0030026","T04B2.6","WBGene00011424",1
"4138","FBgn0030026","C55A6.4","WBGene00008333",1
"4139","FBgn0030026","C55A6.6","WBGene00008335",1
"4140","FBgn0030026","C55A6.5","WBGene00008334",1
"4141","FBgn0030026","C55A6.3","WBGene00008332",1
"4142","FBgn0030026","C55A6.7","WBGene00008336",1
"4143","FBgn0031662","F38E1.9","WBGene00018181",1
"4144","FBgn0051229","C47G2.3","WBGene00008164",1
"4145","FBgn0015221","C54F6.14","WBGene00001500",3
"4146","FBgn0015221","D1037.3","WBGene00001501",3
"4147","FBgn0015222","C54F6.14","WBGene00001500",3
"4148","FBgn0015222","D1037.3","WBGene00001501",3
"4149","FBgn0030449","C54F6.14","WBGene00001500",3
"4150","FBgn0030449","D1037.3","WBGene00001501",3
"4151","FBgn0037899","C03D6.8","WBGene00004437",1
"4152","FBgn0250746","F39H11.5","WBGene00003953",1
"4153","FBgn0053061","Y57A10A.10","WBGene00013255",2
"4154","FBgn0053061","Y57A10A.28","WBGene00013268",2
"4155","FBgn0030745","Y57A10A.10","WBGene00013255",2
"4156","FBgn0030745","Y57A10A.28","WBGene00013268",2
"4157","FBgn0034001","B0432.3","WBGene00015185",1
"4158","FBgn0035945","Y39H10A.3","WBGene00003479",1
"4159","FBgn0025802","H28G03.6","WBGene00003477",1
"4160","FBgn0023542","T25G3.3","WBGene00012030",1
"4161","FBgn0038603","R12G8.1","WBGene00011254",1
"4162","FBgn0038603","F48G7.9","WBGene00018620",1
"4163","FBgn0038603","F48G7.10","WBGene00018621",1
"4164","FBgn0038603","W09C5.5","WBGene00012352",1
"4165","FBgn0036319","F36H2.2","WBGene00009499",1
"4166","FBgn0026585","C47A4.2","WBGene00008123",1
"4167","FBgn0026585","F16H11.3","WBGene00017532",1
"4168","FBgn0026585","F44D12.9","WBGene00009686",1
"4169","FBgn0026585","ZK809.4","WBGene00001320",1
"4170","FBgn0026585","K09A9.3","WBGene00010701",1
"4171","FBgn0026585","K02E11.1","WBGene00010510",1
"4172","FBgn0026147","ZK1128.6","WBGene00014232",2
"4173","FBgn0031574","ZK1128.6","WBGene00014232",2
"4174","FBgn0030336","E01A2.5","WBGene00017087",1
"4175","FBgn0046692","Y52D3.1","WBGene00013132",1
"4176","FBgn0023083","Y59A8B.23","WBGene00013355",1
"4177","FBgn0036000","Y39B6A.35","WBGene00006567",1
"4178","FBgn0031321","ZK829.6","WBGene00006566",1
"4179","FBgn0025641","F56E10.2","WBGene00018976",1
"4180","FBgn0011202","F11H8.4","WBGene00000872",1
"4181","FBgn0260963","K01B6.1","WBGene00010453",1
"4182","FBgn0022224","F46F11.4","WBGene00006726",1
"4183","FBgn0030638","Y71G10AR.4","WBGene00044650",2
"4184","FBgn0030638","Y71G10AR.1","WBGene00022135",2
"4185","FBgn0030756","Y71G10AR.4","WBGene00044650",2
"4186","FBgn0030756","Y71G10AR.1","WBGene00022135",2
"4187","FBgn0086683","F58B3.7","WBGene00010233",1
"4188","FBgn0004598","K04F10.4","WBGene00000254",1
"4189","FBgn0004509","F11A6.1","WBGene00002232",1
"4190","FBgn0023179","C51E3.7","WBGene00001172",1
"4191","FBgn0031909","C06G3.8","WBGene00015554",1
"4192","FBgn0039669","W10D5.2","WBGene00012376",2
"4193","FBgn0030718","W10D5.2","WBGene00012376",2
"4194","FBgn0029133","Y66D12A.9","WBGene00013435",1
"4195","FBgn0052758","F25H2.2","WBGene00009116",1
"4196","FBgn0032191","F17H10.3","WBGene00008927",1
"4197","FBgn0262125","Y113G7A.3","WBGene00004754",1
"4198","FBgn0038597","F13H8.2","WBGene00017435",1
"4199","FBgn0033050","F56G4.5","WBGene00010160",1
"4200","FBgn0032781","F16A11.2","WBGene00008877",1
"4201","FBgn0033400","Y67D2.7","WBGene00022057",1
"4202","FBgn0016694","ZK909.4","WBGene00000469",1
"4203","FBgn0034096","Y51H4A.4","WBGene00013100",3
"4204","FBgn0034096","F17A9.3","WBGene00017535",3
"4205","FBgn0029920","Y51H4A.4","WBGene00013100",3
"4206","FBgn0029920","F17A9.3","WBGene00017535",3
"4207","FBgn0001150","Y51H4A.4","WBGene00013100",3
"4208","FBgn0001150","F17A9.3","WBGene00017535",3
"4209","FBgn0034412","F54G8.4","WBGene00003597",1
"4210","FBgn0259745","C12C8.3","WBGene00003026",1
"4211","FBgn0026206","F26F4.7","WBGene00003598",1
"4212","FBgn0031999","W04H10.3","WBGene00003599",1
"4213","FBgn0010300","ZK112.2","WBGene00003559",1
