S1,S2,Value
FBgn0034904,F47H4.10,1
FBgn0034904,R12H7.3,1
FBgn0034904,R12H7.5,1
FBgn0034904,K08H2.1,1
FBgn0034904,C42D4.6,1
FBgn0034904,C52D10.8,1
FBgn0034904,C52D10.6,1
FBgn0034904,Y47D7A.8,1
FBgn0034904,F54D10.1,1
FBgn0034904,C52D10.7,1
FBgn0034904,C52D10.9,1
FBgn0034904,Y105C5B.13,1
FBgn0034904,Y47D7A.1,1
FBgn0034904,F56B3.12,1
FBgn0034904,C06A8.4,1
FBgn0026174,F46A9.5,1
FBgn0026174,F46A9.4,1
FBgn0026174,F44G3.6,1
FBgn0026174,Y60A3A.18,1
FBgn0026174,Y37H2C.2,1
FBgn0026174,F47H4.10,1
FBgn0026174,R12H7.3,1
FBgn0026174,R12H7.5,1
FBgn0026174,K08H2.1,1
FBgn0026174,C42D4.6,1
FBgn0026174,C52D10.8,1
FBgn0026174,C52D10.6,1
FBgn0026174,Y47D7A.8,1
FBgn0026174,F54D10.1,1
FBgn0026174,C52D10.7,1
FBgn0026174,C52D10.9,1
FBgn0026174,Y105C5B.13,1
FBgn0026174,Y47D7A.1,1
FBgn0026174,F56B3.12,1
FBgn0026174,C06A8.4,1
FBgn0026175,F46A9.5,1
FBgn0026175,F46A9.4,1
FBgn0026175,F44G3.6,1
FBgn0026175,Y60A3A.18,1
FBgn0026175,Y37H2C.2,1
FBgn0026175,F47H4.10,1
FBgn0026175,R12H7.3,1
FBgn0026175,R12H7.5,1
FBgn0026175,K08H2.1,1
FBgn0026175,C42D4.6,1
FBgn0026175,C52D10.8,1
FBgn0026175,C52D10.6,1
FBgn0026175,Y47D7A.8,1
FBgn0026175,F54D10.1,1
FBgn0026175,C52D10.7,1
FBgn0026175,C52D10.9,1
FBgn0026175,Y105C5B.13,1
FBgn0026175,Y47D7A.1,1
FBgn0026175,F56B3.12,1
FBgn0026175,C06A8.4,1
FBgn0031074,F46A9.5,1
FBgn0031074,F46A9.4,1
FBgn0031074,F44G3.6,1
FBgn0031074,Y60A3A.18,1
FBgn0031074,Y37H2C.2,1
FBgn0031074,F47H4.10,1
FBgn0031074,R12H7.3,1
FBgn0031074,R12H7.5,1
FBgn0031074,K08H2.1,1
FBgn0031074,C42D4.6,1
FBgn0031074,C52D10.8,1
FBgn0031074,C52D10.6,1
FBgn0031074,Y47D7A.8,1
FBgn0031074,F54D10.1,1
FBgn0031074,C52D10.7,1
FBgn0031074,C52D10.9,1
FBgn0031074,Y105C5B.13,1
FBgn0031074,Y47D7A.1,1
FBgn0031074,F56B3.12,1
FBgn0031074,C06A8.4,1
FBgn0034863,F46A9.5,1
FBgn0034863,F46A9.4,1
FBgn0034863,F44G3.6,1
FBgn0034863,Y60A3A.18,1
FBgn0034863,Y37H2C.2,1
FBgn0034863,F47H4.10,1
FBgn0034863,R12H7.3,1
FBgn0034863,R12H7.5,1
FBgn0034863,K08H2.1,1
FBgn0034863,C42D4.6,1
FBgn0034863,C52D10.8,1
FBgn0034863,C52D10.6,1
FBgn0034863,Y47D7A.8,1
FBgn0034863,F54D10.1,1
FBgn0034863,C52D10.7,1
FBgn0034863,C52D10.9,1
FBgn0034863,Y105C5B.13,1
FBgn0034863,Y47D7A.1,1
FBgn0034863,F56B3.12,1
FBgn0034863,C06A8.4,1
FBgn0026176,F46A9.5,1
FBgn0026176,F46A9.4,1
FBgn0026176,F44G3.6,1
FBgn0026176,Y60A3A.18,1
FBgn0026176,Y37H2C.2,1
FBgn0026176,F47H4.10,1
FBgn0026176,R12H7.3,1
FBgn0026176,R12H7.5,1
FBgn0026176,K08H2.1,1
FBgn0026176,C42D4.6,1
FBgn0026176,C52D10.8,1
FBgn0026176,C52D10.6,1
FBgn0026176,Y47D7A.8,1
FBgn0026176,F54D10.1,1
FBgn0026176,C52D10.7,1
FBgn0026176,C52D10.9,1
FBgn0026176,Y105C5B.13,1
FBgn0026176,Y47D7A.1,1
FBgn0026176,F56B3.12,1
FBgn0026176,C06A8.4,1
FBgn0262535,F46A9.5,1
FBgn0262535,F46A9.4,1
FBgn0262535,F44G3.6,1
FBgn0262535,Y60A3A.18,1
FBgn0262535,Y37H2C.2,1
FBgn0262535,F47H4.10,1
FBgn0262535,R12H7.3,1
FBgn0262535,R12H7.5,1
FBgn0262535,K08H2.1,1
FBgn0262535,C42D4.6,1
FBgn0262535,C52D10.8,1
FBgn0262535,C52D10.6,1
FBgn0262535,Y47D7A.8,1
FBgn0262535,F54D10.1,1
FBgn0262535,C52D10.7,1
FBgn0262535,C52D10.9,1
FBgn0262535,Y105C5B.13,1
FBgn0262535,Y47D7A.1,1
FBgn0262535,F56B3.12,1
FBgn0262535,C06A8.4,1
FBgn0038427,C34E10.3,1
FBgn0064766,F33H2.2,1
FBgn0003295,C48B4.2,1
FBgn0003295,F26F4.3,1
FBgn0004635,C48B4.2,1
FBgn0004635,F26F4.3,1
FBgn0020248,C48B4.2,1
FBgn0020248,F26F4.3,1
FBgn0030318,C48B4.2,1
FBgn0030318,F26F4.3,1
FBgn0032415,C48B4.2,1
FBgn0032415,F26F4.3,1
FBgn0014868,T09A5.11,1
FBgn0034971,M79.2,1
FBgn0034971,F49H12.6,1
FBgn0034971,R07E3.5,1
FBgn0031132,M79.2,1
FBgn0031132,F49H12.6,1
FBgn0031132,R07E3.5,1
FBgn0050157,F38A5.1,1
FBgn0037315,T10B11.2,1
FBgn0027087,T11G6.1,1
FBgn0021760,C27C12.1,1
FBgn0021760,C07H6.3,1
FBgn0021760,ZC84.3,1
FBgn0021760,R107.6,1
FBgn0260779,Y41D4A.6,1
FBgn0024329,B0414.7,1
FBgn0000182,M7.3,1
FBgn0000182,T07F8.3,1
FBgn0000233,T22C8.5,1
FBgn0024994,ZK896.9,1
FBgn0024994,M02B1.1,1
FBgn0024994,ZC250.3,1
FBgn0024994,B0212.4,1
FBgn0024994,F44C8.7,1
FBgn0024994,K06H6.3,1
FBgn0032651,F38C2.8,1
FBgn0032651,Y105C5B.29,1
FBgn0032651,F38C2.2,1
FBgn0028371,C23F12.1,1
FBgn0014141,Y66H1B.2,1
FBgn0032945,F36H1.6,1
FBgn0051075,F54D8.3,1
FBgn0051075,K04F1.15,1
FBgn0040336,R01B10.6,1
FBgn0000181,C56C10.8,1
FBgn0031264,C56C10.8,1
FBgn0020766,Y41E3.10,1
FBgn0027052,T09B4.10,1
FBgn0029911,Y71F9AL.10,1
FBgn0261988,F19C6.1,1
FBgn0260798,W02B3.2,1
FBgn0026753,F46F11.5,1
FBgn0030584,Y49E10.2,1
FBgn0031655,C16A3.1,1
FBgn0022787,F15D4.1,1
FBgn0030460,ZK652.9,1
FBgn0039698,ZK430.2,1
FBgn0034614,C11D2.4,1
FBgn0022069,C47E12.7,1
FBgn0031473,F36H1.2,1
FBgn0261554,F36H1.2,1
FBgn0002924,W02B12.7,1
FBgn0002924,C41G7.2,1
FBgn0002924,M01E11.6,1
FBgn0021967,F59C6.5,1
FBgn0031450,C07G1.5,1
FBgn0037164,F13E6.5,1
FBgn0037163,F13E6.5,1
FBgn0037166,F13E6.5,1
FBgn0016078,F13E6.5,1
FBgn0041087,F13E6.5,1
FBgn0037167,F13E6.5,1
FBgn0051802,R08D7.5,1
FBgn0053098,C36E6.3,1
FBgn0053098,C36E6.5,1
FBgn0002773,C36E6.3,1
FBgn0002773,C36E6.5,1
FBgn0031106,ZC155.7,1
FBgn0037482,Y48A5A.1,1
FBgn0031598,T05G5.8,1
FBgn0030089,Y105E8A.9,1
FBgn0033633,C07A9.7,1
FBgn0036282,C07A9.7,1
FBgn0027495,C07A9.7,1
FBgn0011566,F33H2.7,1
FBgn0033507,C16C10.8,1
FBgn0029942,R05D7.4,1
FBgn0029942,F32B4.6,1
FBgn0037938,R05D7.4,1
FBgn0037938,F32B4.6,1
FBgn0032955,B0285.8,1
FBgn0032955,B0285.10,1
FBgn0032955,B0285.9,1
FBgn0032955,F22F7.5,1
FBgn0032955,C28D4.2,1
FBgn0032955,C52B9.1,1
FBgn0000536,T27A10.3,1
FBgn0261014,C41C4.8,1
FBgn0261014,C06A1.1,1
FBgn0003079,Y73B6A.5,1
FBgn0015402,F13B9.5,1
FBgn0015402,F58D5.4,1
FBgn0028427,C29F9.7,1
FBgn0022708,C29E4.8,1
FBgn0036208,T25B9.1,1
FBgn0015797,T25G12.4,1
FBgn0015797,F59B2.7,1
FBgn0038881,C26D10.6,1
FBgn0039113,F35D2.6,1
FBgn0262517,Y54E10A.11,1
FBgn0038916,F19H8.3,1
FBgn0038915,F19H8.3,1
FBgn0037551,Y57G11C.13,1
FBgn0027083,Y105E8A.20,1
FBgn0051721,C39F7.2,1
FBgn0034417,Y105E8B.9,1
FBgn0039874,Y105E8B.9,1
FBgn0036335,Y48C3A.10,1
FBgn0029706,Y106G6H.5,1
FBgn0031456,F53G2.6,1
FBgn0261532,T16G12.6,1
FBgn0030035,F17C11.7,1
FBgn0005664,C18H9.3,1
FBgn0039936,C18H9.3,1
FBgn0034215,B0228.7,1
FBgn0051115,B0228.7,1
FBgn0028507,B0285.4,1
FBgn0040355,ZK652.6,1
FBgn0260953,ZK652.6,1
FBgn0051835,ZK652.6,1
FBgn0028531,ZK652.6,1
FBgn0051642,ZK652.6,1
FBgn0001258,F13D12.2,1
FBgn0035107,R05F9.1,1
FBgn0032690,F01F1.7,1
FBgn0039407,W02A11.1,1
FBgn0002922,B0304.1,1
FBgn0038649,Y48G1C.4,1
FBgn0052226,T01H3.2,1
FBgn0259737,K07D4.2,1
FBgn0259737,F42H11.2,1
FBgn0032934,K07D4.2,1
FBgn0032934,F42H11.2,1
FBgn0001994,F58A4.7,1
FBgn0031759,ZK593.4,1
FBgn0036004,ZK593.4,1
FBgn0028496,Y45F10B.10,1
FBgn0044323,K07C5.8,1
FBgn0030365,D1054.15,1
FBgn0024841,T10B11.1,1
FBgn0260985,F58F6.4,1
FBgn0037146,T22H6.2,1
FBgn0034938,T06D8.5,1
FBgn0039869,Y39G10AR.20,1
FBgn0032683,C48E7.6,1
FBgn0035189,C24B5.4,1
FBgn0063667,C24B5.4,1
FBgn0030000,F28D1.1,1
FBgn0028744,Y48B6A.1,1
FBgn0051989,Y110A7A.1,1
FBgn0037108,B0361.8,1
FBgn0031148,ZC373.1,1
FBgn0031148,F54A3.4,1
FBgn0031148,C17G1.7,1
FBgn0031148,K10H10.2,1
FBgn0031148,F59A7.9,1
FBgn0031148,F59A7.7,1
FBgn0031148,R08E5.2,1
FBgn0037442,C18B12.4,1
FBgn0024371,Y48C3A.17,1
FBgn0024371,Y102A5C.18,1
FBgn0036272,Y46G5A.19,1
FBgn0032393,B0205.6,1
FBgn0015828,ZK550.4,1
FBgn0037236,F48E8.7,1
FBgn0038491,JC8.4,1
FBgn0038175,F58A4.10,1
FBgn0058045,F58A4.10,1
FBgn0030990,F54F2.9,1
FBgn0013325,F07D10.1,1
FBgn0013325,T22F3.4,1
FBgn0003016,F10G8.8,1
FBgn0035838,C55B7.8,1
FBgn0035935,T05E8.1,1
FBgn0035935,F43G9.6,1
FBgn0086916,K12B6.2,1
FBgn0035099,B0240.2,1
FBgn0052320,B0240.2,1
FBgn0243486,T01G9.3,1
FBgn0037553,F20D1.7,1
FBgn0037552,F20D1.7,1
FBgn0028872,F20D1.7,1
FBgn0002543,ZK377.2,1
FBgn0041097,ZK377.2,1
FBgn0005631,ZK377.2,1
FBgn0039773,Y76B12C.6,1
FBgn0033313,B0286.2,1
FBgn0033313,B0457.1,1
FBgn0037747,C56G2.15,1
FBgn0031590,R166.2,1
FBgn0031590,C36B7.6,1
FBgn0030456,T13H5.8,1
FBgn0086711,C06E1.3,1
FBgn0030806,ZK930.3,1
FBgn0030806,ZK930.2,1
FBgn0036706,F53F4.10,1
FBgn0030853,F53F4.10,1
FBgn0032904,K02D7.4,1
FBgn0037061,C04H5.1,1
FBgn0022936,Y49F6B.1,1
FBgn0033846,JC8.6,1
FBgn0031715,JC8.6,1
FBgn0051678,R12E2.2,1
FBgn0033491,Y48G8AL.10,1
FBgn0086442,T16G1.9,1
FBgn0086442,Y47D3A.22,1
FBgn0036558,T16G1.9,1
FBgn0036558,Y47D3A.22,1
FBgn0086898,T16G1.9,1
FBgn0086898,Y47D3A.22,1
FBgn0027554,ZK353.8,1
FBgn0039848,E03G2.3,1
FBgn0034660,E03G2.3,1
FBgn0261592,Y71A12B.1,1
FBgn0003091,E01H11.1,1
FBgn0003093,F57F5.5,1
FBgn0040079,B0336.4,1
FBgn0015270,F59E10.1,1
FBgn0035630,W08E12.7,1
FBgn0025117,T27A8.3,1
FBgn0025117,F53B6.5,1
FBgn0025117,Y116A8A.9,1
FBgn0260746,H22K11.2,1
FBgn0260746,T19B10.3,1
FBgn0001089,H22K11.2,1
FBgn0001089,T19B10.3,1
FBgn0027571,F32H2.5,1
FBgn0042627,F32H2.5,1
FBgn0261380,Y48E1B.5,1
FBgn0032236,Y57G11C.34,1
FBgn0014396,Y75B8A.22,1
FBgn0038118,Y75B8A.22,1
FBgn0033088,R01B10.4,1
FBgn0030969,F09D1.1,1
FBgn0034271,C44B9.1,1
FBgn0040077,Y94H6A.7,1
FBgn0031436,Y94H6A.8,1
FBgn0026262,C11G6.1,1
FBgn0026262,Y54E2A.8,1
FBgn0037004,T25D3.4,1
FBgn0037003,T25D3.4,1
FBgn0037005,T25D3.4,1
FBgn0035400,T25D3.4,1
FBgn0004795,T23D8.8,1
FBgn0052507,T06E4.11,1
FBgn0021795,Y56A3A.21,1
FBgn0033734,C30F12.2,1
FBgn0035317,T27B1.1,1
FBgn0016059,Y54E5B.1,1
FBgn0039189,F39B2.7,1
FBgn0033551,F36D4.5,1
FBgn0031026,F36D4.5,1
FBgn0015553,F45G2.3,1
FBgn0259212,W03F11.6,1
FBgn0038989,T04A8.6,1
FBgn0027569,F25H2.6,1
FBgn0034350,Y97E10AR.7,1
FBgn0031777,M142.8,1
FBgn0000477,F09G8.2,1
FBgn0000477,K04H4.6,1
FBgn0000477,C07B5.5,1
FBgn0032051,Y75B8A.7,1
FBgn0036461,T11F9.2,1
FBgn0024236,T11F9.2,1
FBgn0039714,C14H10.1,1
FBgn0002022,H13N06.5,1
FBgn0002022,T28F3.3,1
FBgn0038609,C09G9.2,1
FBgn0033017,D2045.8,1
FBgn0033017,F22E5.13,1
FBgn0033017,K02F6.6,1
FBgn0033017,F18A11.5,1
FBgn0033017,F22E5.12,1
FBgn0033017,ZC239.3,1
FBgn0033017,ZC239.5,1
FBgn0033017,T08G3.13,1
FBgn0033017,K02F6.5,1
FBgn0033017,K02F6.8,1
FBgn0033017,ZC239.6,1
FBgn0033017,ZC239.2,1
FBgn0033017,F22E5.11,1
FBgn0033017,T05E12.3,1
FBgn0033017,ZC239.17,1
FBgn0033017,ZC239.16,1
FBgn0033017,ZC239.13,1
FBgn0033017,ZC239.4,1
FBgn0033017,F22E5.8,1
FBgn0033017,ZC239.15,1
FBgn0033017,ZC239.14,1
FBgn0033017,C40A11.7,1
FBgn0033017,C40A11.6,1
FBgn0033017,B0281.5,1
FBgn0033017,B0281.6,1
FBgn0033017,C40A11.4,1
FBgn0033017,C40A11.2,1
FBgn0033017,ZC239.12,1
FBgn0033017,F22E5.6,1
FBgn0033017,C17F4.8,1
FBgn0033017,C40A11.3,1
FBgn0036538,C01F6.9,1
FBgn0036538,K10B3.1,1
FBgn0036537,C01F6.9,1
FBgn0036537,K10B3.1,1
FBgn0030433,R11D1.9,1
FBgn0002174,F22B7.5,1
FBgn0030749,T07C4.9,1
FBgn0030749,ZC155.1,1
FBgn0030749,C28A5.3,1
FBgn0000083,T07C4.9,1
FBgn0000083,ZC155.1,1
FBgn0000083,C28A5.3,1
FBgn0053487,C37H5.1,1
FBgn0053491,C37H5.1,1
FBgn0000084,C37H5.1,1
FBgn0053498,C37H5.1,1
FBgn0035489,H28O16.2,1
FBgn0031252,T13H5.7,1
FBgn0032305,F01F1.1,1
FBgn0034264,C26C6.8,1
FBgn0027581,Y71F9B.6,1
FBgn0031895,F46H5.2,1
FBgn0025807,Y39A1A.23,1
FBgn0034893,C25A1.13,1
FBgn0028974,F20D12.2,1
FBgn0035998,JC8.13,1
FBgn0261697,Y38F2AL.2,1
FBgn0035741,Y105E8A.5,1
FBgn0030370,C08B11.7,1
FBgn0011327,C08B11.7,1
FBgn0032363,F44D12.1,1
FBgn0033994,ZK1128.2,1
FBgn0051730,Y97E10AL.3,1
FBgn0051851,Y97E10AL.3,1
FBgn0031043,Y97E10AL.3,1
FBgn0025864,F52C12.4,1
FBgn0035229,C52E12.4,1
FBgn0038321,W06B4.1,1
FBgn0038321,W06B4.2,1
FBgn0017566,Y45G12B.1,1
FBgn0026372,F55D10.2,1
FBgn0026372,F52B5.6,1
FBgn0002891,Y37B11A.2,1
FBgn0037093,B0285.1,1
FBgn0019949,H25P06.2,1
FBgn0016696,ZC504.3,1
FBgn0016696,B0495.2,1
FBgn0010772,C07H6.8,1
FBgn0000409,ZC116.2,1
FBgn0000409,E04A4.7,1
FBgn0086907,ZC116.2,1
FBgn0086907,E04A4.7,1
FBgn0011570,M106.5,1
FBgn0029714,Y39A1A.14,1
FBgn0032120,W09D10.2,1
FBgn0032120,T24H7.5,1
FBgn0037989,H06H21.10,1
FBgn0031708,F56B3.11,1
FBgn0035355,C25H3.14,1
FBgn0035355,C25H3.3,1
FBgn0035355,F42H10.6,1
FBgn0035356,C25H3.14,1
FBgn0035356,C25H3.3,1
FBgn0035356,F42H10.6,1
FBgn0035877,T01G9.2,1
FBgn0029888,Y51H1A.3,1
FBgn0038111,F38A5.2,1
FBgn0050122,Y41E3.11,1
FBgn0260859,ZK1098.5,1
FBgn0022740,F57C12.3,1
FBgn0022740,ZK682.4,1
FBgn0038651,C56C10.12,1
FBgn0050105,ZK1127.13,1
FBgn0082598,E01A2.6,1
FBgn0262017,E01A2.6,1
FBgn0050100,T23B5.4,1
FBgn0010292,F57B9.5,1
FBgn0039225,C52B9.2,1
FBgn0259822,T28F2.5,1
FBgn0259822,W10C8.1,1
FBgn0030151,W08E3.3,1
FBgn0032511,C16A3.5,1
FBgn0262124,C33D12.2,1
FBgn0262124,C52D10.12,1
FBgn0262124,R04E5.2,1
FBgn0262124,C01H6.6,1
FBgn0262124,R13G10.4,1
FBgn0026375,H08M01.2,1
FBgn0030685,T04C9.1,1
FBgn0031118,C04D8.1,1
FBgn0032821,F47A4.3,1
FBgn0036850,Y39A3CR.1,1
FBgn0025469,Y39A1A.8,1
FBgn0025469,C06G8.1,1
FBgn0025469,K02D7.5,1
FBgn0025469,C54F6.4,1
FBgn0036501,Y39A1A.8,1
FBgn0036501,C06G8.1,1
FBgn0036501,K02D7.5,1
FBgn0036501,C54F6.4,1
FBgn0034389,D2092.1,1
FBgn0039208,T12A2.15,1
FBgn0261792,F08B4.7,1
FBgn0262601,W08E3.1,1
FBgn0038421,Y37E3.4,1
FBgn0039150,ZC13.1,1
FBgn0014411,T20D3.7,1
FBgn0034546,C17E4.3,1
FBgn0029877,F58E6.12,1
FBgn0002431,F36A2.13,1
FBgn0030674,Y67D8C.5,1
FBgn0032480,ZC506.1,1
FBgn0023511,F10C2.5,1
FBgn0038830,T09B4.4,1
FBgn0034360,Y47D3A.14,1
FBgn0058191,F09G2.2,1
FBgn0034732,C01G12.8,1
FBgn0085503,C01G12.8,1
FBgn0040037,C01G12.8,1
FBgn0052451,ZK256.1,1
FBgn0052407,B0336.11,1
FBgn0052485,B0336.11,1
FBgn0037958,R05D11.9,1
FBgn0041607,M02D8.4,1
FBgn0035726,K12H4.7,1
FBgn0035726,Y116F11B.3,1
FBgn0035726,F23B2.11,1
FBgn0035726,F23B2.12,1
FBgn0035726,F28E10.5,1
FBgn0035726,F19C7.2,1
FBgn0035726,F19C7.4,1
FBgn0035726,F56F10.1,1
FBgn0035726,C26B9.5,1
FBgn0032864,ZK688.6,1
FBgn0032864,ZK112.1,1
FBgn0001128,F47G4.3,1
FBgn0001128,K11H3.1,1
FBgn0034825,F47G4.3,1
FBgn0034825,K11H3.1,1
FBgn0024326,VZC374L.1,1
FBgn0024326,F42G10.2,1
FBgn0024326,ZC449.3,1
FBgn0261524,R03G5.2,1
FBgn0010269,Y54E10BL.6,1
FBgn0010303,F35C8.1,1
FBgn0010303,F35C8.2,1
FBgn0010303,K08A8.1,1
FBgn0010303,F35C8.3,1
FBgn0053138,T04A8.7,1
FBgn0038811,W06H3.2,1
FBgn0033913,M03B6.2,1
FBgn0033913,C01B4.9,1
FBgn0033913,Y19D10A.12,1
FBgn0033955,M03B6.2,1
FBgn0033955,C01B4.9,1
FBgn0033955,Y19D10A.12,1
FBgn0035173,K05B2.5,1
FBgn0023549,C10E2.6,1
FBgn0023549,T02G5.12,1
FBgn0033095,C49F8.2,1
FBgn0010247,Y71F9AL.18,1
FBgn0053977,F28D1.11,1
FBgn0031571,C06B8.7,1
FBgn0029723,F57H12.4,1
FBgn0029723,F53A9.5,1
FBgn0010621,C07G2.3,1
FBgn0028919,Y66D12A.8,1
FBgn0053116,F54D7.2,1
FBgn0031948,F54D7.2,1
FBgn0033844,F22E10.5,1
FBgn0033844,Y49A3A.1,1
FBgn0032796,Y105E8A.24,1
FBgn0010590,K08D12.1,1
FBgn0035953,Y39A1C.2,1
FBgn0015808,Y57A10C.6,1
FBgn0032715,Y57A10C.6,1
FBgn0030519,ZK892.2,1
FBgn0030731,E04F6.3,1
FBgn0030067,C16A3.6,1
FBgn0035383,R07H5.2,1
FBgn0261279,C34E11.1,1
FBgn0039697,F23C8.5,1
FBgn0259100,C34B4.1,1
FBgn0032938,C54H2.1,1
FBgn0024230,C34F6.4,1
FBgn0019624,Y37D8A.14,1
FBgn0016792,K07E12.1,1
FBgn0016792,F35A5.1,1
FBgn0026418,C30C11.4,1
FBgn0023529,T14G8.3,1
FBgn0023529,T24H7.2,1
FBgn0038332,ZK353.7,1
FBgn0032296,K04B12.3,1
FBgn0002413,F46F2.2,1
FBgn0015024,C03C10.1,1
FBgn0032650,C03C10.1,1
FBgn0250823,Y106G6E.6,1
FBgn0040297,B0395.1,1
FBgn0040297,B0495.4,1
FBgn0040297,F58E1.6,1
FBgn0040297,ZK822.3,1
FBgn0040297,C54F6.13,1
FBgn0003460,C10G8.7,1
FBgn0003460,C10G8.6,1
FBgn0015721,F10B5.4,1
FBgn0033169,ZK792.5,1
FBgn0031437,C46H11.3,1
FBgn0031437,M01B12.3,1
FBgn0004101,D1081.2,1
FBgn0033380,Y71H2B.2,1
FBgn0020370,F21H12.6,1
FBgn0000996,Y54E10A.15,1
FBgn0011769,Y73F8A.27,1
FBgn0003896,C04F1.3,1
FBgn0026411,F01D4.6,1
FBgn0083959,F54D1.5,1
FBgn0083959,C05C12.3,1
FBgn0083959,T01H8.5,1
FBgn0051223,F43C1.3,1
FBgn0086451,ZK430.1,1
FBgn0032208,C34D4.14,1
FBgn0035703,Y50D4A.4,1
FBgn0086707,F33A8.1,1
FBgn0038115,R11G10.2,1
FBgn0038115,Y37A1B.5,1
FBgn0086372,C32E8.10,1
FBgn0051559,Y46E12A.3,1
FBgn0029662,Y46E12A.3,1
FBgn0039054,C54E4.2,1
FBgn0027505,T22C1.10,1
FBgn0032595,F01F1.2,1
FBgn0025725,Y71F9AL.17,1
FBgn0033754,E02H1.6,1
FBgn0039373,M02B7.6,1
FBgn0039373,C13C12.1,1
FBgn0039373,T07G12.1,1
FBgn0039373,C18E9.1,1
FBgn0034691,JC8.10,1
FBgn0002441,Y48G1A.6,1
FBgn0002441,R06C7.7,1
FBgn0031310,ZK1128.8,1
FBgn0033494,C25B8.1,1
FBgn0010926,Y48G1A.4,1
FBgn0026150,Y45G5AM.2,1
FBgn0026150,W03G9.4,1
FBgn0038072,W03G9.2,1
FBgn0032816,W10D9.4,1
FBgn0031069,C44B7.9,1
FBgn0031069,C44B7.8,1
FBgn0039890,T02D1.5,1
FBgn0024733,F10B5.1,1
FBgn0037930,F36H1.1,1
FBgn0037930,C05C8.3,1
FBgn0037930,C50F2.6,1
FBgn0037930,ZC455.10,1
FBgn0010470,B0511.1,1
FBgn0033667,C34E11.2,1
FBgn0033668,C34E11.2,1
FBgn0262467,C01F1.2,1
FBgn0011674,F43E2.3,1
FBgn0022246,H35B03.2,1
FBgn0030801,M106.7,1
FBgn0032470,F54C1.5,1
FBgn0053123,R74.1,1
FBgn0027588,F40F9.6,1
FBgn0027588,F52D1.1,1
FBgn0035960,Y55F3AR.1,1
FBgn0027615,C01A2.3,1
FBgn0000212,F01G4.1,1
FBgn0000212,C52B9.8,1
FBgn0037074,Y45F10A.6,1
FBgn0038304,F41D9.1,1
FBgn0086347,T02C12.1,1
FBgn0029903,Y76A2B.1,1
FBgn0033109,R01H10.3,1
FBgn0039020,Y67D2.4,1
FBgn0029093,R12H7.2,1
FBgn0029093,H22K11.1,1
FBgn0033933,R12H7.2,1
FBgn0033933,H22K11.1,1
FBgn0046706,Y40A1A.1,1
FBgn0046706,F22H10.5,1
FBgn0046706,C01H6.9,1
FBgn0046706,Y18H1A.10,1
FBgn0035586,ZK265.9,1
FBgn0003162,F32G8.6,1
FBgn0027621,K02B2.1,1
FBgn0027621,Y110A7A.6,1
FBgn0053276,F43D9.6,1
FBgn0032723,Y6B3B.4,1
FBgn0031575,R02F11.4,1
FBgn0035422,R11D1.8,1
FBgn0032698,F23C8.9,1
FBgn0035499,F43G9.9,1
FBgn0052590,K11B4.2,1
FBgn0038853,Y92H12BL.4,1
FBgn0038853,Y92H12BM.1,1
FBgn0052675,Y37D8A.22,1
FBgn0052087,Y37D8A.22,1
FBgn0051454,K02G10.3,1
FBgn0051259,K02G10.3,1
FBgn0037592,K02G10.3,1
FBgn0037652,C27H6.8,1
FBgn0038919,F35G2.1,1
FBgn0038919,T10H10.2,1
FBgn0038919,F47B7.2,1
FBgn0038918,F35G2.1,1
FBgn0038918,T10H10.2,1
FBgn0038918,F47B7.2,1
FBgn0051413,F35G2.1,1
FBgn0051413,T10H10.2,1
FBgn0051413,F47B7.2,1
FBgn0033814,F35G2.1,1
FBgn0033814,T10H10.2,1
FBgn0033814,F47B7.2,1
FBgn0022213,Y48G1A.5,1
FBgn0010395,C05D9.3,1
FBgn0036990,Y92H12BR.8,1
FBgn0028984,F20D6.4,1
FBgn0028984,F20D6.3,1
FBgn0028984,C03G6.19,1
FBgn0028984,C05E4.3,1
FBgn0028984,C28G1.2,1
FBgn0028984,C05E4.1,1
FBgn0028984,Y32G9A.4,1
FBgn0038299,F20D6.4,1
FBgn0038299,F20D6.3,1
FBgn0038299,C03G6.19,1
FBgn0038299,C05E4.3,1
FBgn0038299,C28G1.2,1
FBgn0038299,C05E4.1,1
FBgn0038299,Y32G9A.4,1
FBgn0026056,T23G11.5,1
FBgn0037962,F41G4.1,1
FBgn0034968,JC8.3,1
FBgn0029503,Y110A7A.13,1
FBgn0034795,F39B2.4,1
FBgn0261955,T20G5.2,1
FBgn0037988,T20G5.2,1
FBgn0030790,C48B6.3,1
FBgn0004698,Y76B12C.2,1
FBgn0034956,ZK637.1,1
FBgn0038011,C03E10.5,1
FBgn0001180,F13D11.2,1
FBgn0016920,Y71A12B.4,1
FBgn0260487,Y32G9A.6,1
FBgn0023507,F54D5.12,1
FBgn0033357,ZK652.2,1
FBgn0032919,T26G10.1,1
FBgn0039487,F07C3.7,1
FBgn0002778,F07C3.7,1
FBgn0039844,F52H2.2,1
FBgn0039844,F27C8.1,1
FBgn0031145,R05D11.3,1
FBgn0032680,R05D11.3,1
FBgn0037202,T16H12.4,1
FBgn0027053,B0547.1,1
FBgn0039305,Y48C3A.16,1
FBgn0038851,C27C12.6,1
FBgn0085436,F57B9.2,1
FBgn0032600,B0035.1,1
FBgn0036974,T05H4.6,1
